Name,Position,Team,AgainstTeam,Stat,Line,Odds,H2HArray,L5Array,l7_mr,l15_mr,l30_mr,FinalMatchupScore,Temp,Size,H2HAvg,L5Avg,Diff,Rel Diff,Percent,Sample Size,Score,GameId
Daniss Jenkins,PG,DET,OKC,Pts+Rebs,20.5,standard,[7],"[29, 34, 22, 21, 21]",11,6,11,31.08,0,1,7.0,25.4,-13.5,-0.25,-65.854,1,2.425,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Daniss Jenkins,PG,DET,OKC,Pts+Rebs+Asts,27.5,standard,[7],"[37, 42, 32, 30, 25]",5,5,8,18.315,0,1,7.0,33.2,-20.5,-0.25,-74.545,1,1.659,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Daniss Jenkins,PG,DET,OKC,Rebs+Asts,10.5,standard,[3],"[15, 12, 13, 11, 12]",7,10,10,28.305,0,1,3.0,12.6,-7.5,-0.25,-71.429,1,2.288,NBA_game_0rczAa7DuSanqO6U3tpwD1v2
Davion Mitchell,PG,MIA,PHI,Points,8.5,standard,"[8, 3]","[15, 2, 11, 2, 12]",21,16,12,59.385,0.5,2,5.5,8.4,-3.0,-0.25,-35.294,2,3.258,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Davion Mitchell,PG,MIA,PHI,Pts+Asts,15.5,standard,"[20, 5]","[24, 5, 14, 6, 20]",18,15,9,51.615,1,2,12.5,13.8,-3.0,-0.194,-19.355,2,3.148,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Davion Mitchell,PG,MIA,PHI,Pts+Rebs,11.5,standard,"[16, 5]","[16, 4, 13, 6, 15]",22,14,12,58.83,1,2,10.5,10.8,-1.0,-0.087,-8.696,2,3.811,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Davion Mitchell,PG,MIA,PHI,Pts+Rebs+Asts,18.5,standard,"[28, 7]","[25, 7, 16, 10, 23]",21,17,9,58.83,1,2,17.5,16.2,-1.0,-0.054,-5.405,2,3.569,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
De'Aaron Fox,PG,SAS,CHI,3-PT Made,1.5,standard,[1],"[3, 1, 2, 1, 0]",29,28,28,94.905,0.5,1,1.0,1.4,-0.5,-0.25,-33.333,1,4.814,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
De'Aaron Fox,PG,SAS,CHI,Points,16.5,standard,[21],"[15, 23, 14, 14, 12]",18,23,20,66.6,1,1,21.0,15.6,4.5,0.25,27.273,1,4.018,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
De'Aaron Fox,PG,SAS,CHI,Pts+Asts,22.5,standard,[26],"[21, 26, 21, 20, 18]",21,28,29,82.14,1,1,26.0,21.2,3.5,0.156,15.556,1,4.583,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
De'Aaron Fox,PG,SAS,CHI,Pts+Rebs,20,standard,[25],"[20, 30, 17, 17, 14]",18,23,24,68.82,1,1,25.0,19.6,5.0,0.25,25.0,1,4.363,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
De'Aaron Fox,PG,SAS,CHI,Pts+Rebs+Asts,26.5,standard,[30],"[26, 33, 24, 23, 20]",19,27,29,77.7,1,1,30.0,25.2,3.5,0.132,13.208,1,4.514,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
De'Aaron Fox,PG,SAS,CHI,Turnovers,1.5,standard,[6],"[0, 4, 3, 3, 1]",17,5,4,36.075,1,1,6.0,2.2,4.5,0.25,300.0,1,3.466,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Deandre Ayton,C,LAL,WAS,Points,14.5,standard,[28],"[16, 6, 9, 13, 9]",30,30,30,99.9,1,1,28.0,10.6,13.5,0.25,93.103,1,5.22,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Deandre Ayton,C,LAL,WAS,Pts+Rebs,23.5,standard,[41],"[20, 10, 21, 23, 16]",30,30,30,99.9,1,1,41.0,18.0,17.5,0.25,74.468,1,5.114,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Deandre Ayton,C,LAL,WAS,Rebounds,9.5,standard,[13],"[4, 4, 12, 10, 7]",29,28,29,95.46,1,1,13.0,7.4,3.5,0.25,36.842,1,5.295,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Dennis Schröder,Unknown,CLE,UTA,Points,9.5,standard,[17],"[9, 1, 6, 4, 8]",NA,NA,NA,53.28,1,1,17.0,5.6,7.5,0.25,78.947,1,3.238,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Dennis Schröder,Unknown,CLE,UTA,Pts+Asts,14.5,standard,[20],"[12, 2, 8, 10, 13]",NA,NA,NA,53.28,1,1,20.0,9.0,5.5,0.25,37.931,1,3.122,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Dennis Schröder,Unknown,CLE,UTA,Pts+Rebs,12.5,standard,[22],"[11, 2, 7, 10, 8]",NA,NA,NA,53.28,1,1,22.0,7.6,9.5,0.25,76.0,1,3.122,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Dennis Schröder,Unknown,CLE,UTA,Pts+Rebs+Asts,17.5,standard,[25],"[14, 3, 9, 16, 13]",NA,NA,NA,53.28,1,1,25.0,11.0,7.5,0.25,42.857,1,3.122,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Dennis Schröder,Unknown,CLE,UTA,Rebs+Asts,6.5,standard,[8],"[5, 2, 3, 12, 5]",NA,NA,NA,53.28,1,1,8.0,5.4,1.5,0.231,23.077,1,3.398,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Derrick White,PG,BOS,ATL,Points,17.5,standard,"[7, 11, 10]","[11, 14, 15, 12, 10]",19,10,11,48.84,0,3,9.333,12.4,-8.167,-0.25,-46.667,3,1.451,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Derrick White,PG,BOS,ATL,Pts+Asts,22.5,standard,"[19, 14, 15]","[12, 17, 16, 18, 15]",16,9,11,42.735,0,3,16.0,15.6,-6.5,-0.25,-28.889,3,1.206,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Derrick White,PG,BOS,ATL,Pts+Rebs+Asts,26.5,standard,"[24, 18, 19]","[18, 22, 22, 20, 19]",11,7,10,31.635,0,3,20.333,20.2,-6.167,-0.233,-23.27,3,0.793,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Derrick White,PG,BOS,ATL,Rebs+Asts,9.5,standard,"[17, 7, 9]","[7, 8, 7, 8, 9]",5,3,15,19.98,1.5,3,11.0,7.8,1.5,0.158,15.789,3,2.191,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Devin Booker,SG,PHX,MEM,Points,25.5,standard,"[32, 13]","[22, 14, 25, 22, 26]",26,28,30,91.02,1,2,22.5,21.8,-3.0,-0.118,-11.765,2,4.661,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Devin Booker,SG,PHX,MEM,Pts+Asts,31.5,standard,"[35, 21]","[27, 21, 31, 30, 34]",28,28,30,94.35,1,2,28.0,28.6,-3.5,-0.111,-11.111,2,4.837,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Devin Booker,SG,PHX,MEM,Pts+Rebs,29.5,standard,"[36, 14]","[22, 18, 28, 25, 29]",28,27,28,92.13,1,2,25.0,24.4,-4.5,-0.153,-15.254,2,4.418,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Devin Booker,SG,PHX,MEM,Pts+Rebs+Asts,35.5,standard,"[39, 22]","[27, 25, 34, 33, 37]",29,29,28,96.015,1,2,30.5,31.2,-5.0,-0.141,-14.085,2,4.737,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Devin Booker,SG,PHX,MEM,Rebounds,3.5,standard,"[4, 1]","[0, 4, 3, 3, 3]",28,24,8,77.7,1,2,2.5,2.6,-1.0,-0.25,-28.571,2,4.159,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Devin Vassell,SF,SAS,CHI,Assists,2.5,standard,[0],"[4, 2, 4, 4, 1]",12,10,22,43.29,0,1,0.0,3.0,-2.5,-0.25,-100.0,1,2.537,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Devin Vassell,SF,SAS,CHI,Points,13,standard,[4],"[20, 12, 6, 19, 16]",18,17,18,58.83,0,1,4.0,14.6,-9.0,-0.25,-69.231,1,3.107,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Devin Vassell,SF,SAS,CHI,Pts+Asts,16,standard,[4],"[24, 14, 10, 23, 17]",15,14,20,51.615,0,1,4.0,17.6,-12.0,-0.25,-75.0,1,2.687,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Devin Vassell,SF,SAS,CHI,Pts+Rebs,17,standard,[8],"[23, 14, 8, 26, 20]",18,18,25,63.825,0,1,8.0,18.2,-9.0,-0.25,-52.941,1,3.156,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Devin Vassell,SF,SAS,CHI,Pts+Rebs+Asts,19,standard,[8],"[27, 16, 12, 30, 21]",15,16,23,55.5,0,1,8.0,21.2,-11.0,-0.25,-57.895,1,2.853,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Devin Vassell,SF,SAS,CHI,Rebounds,3.5,standard,[4],"[3, 2, 2, 7, 4]",23,22,29,78.81,1,1,4.0,3.6,0.5,0.143,14.286,1,4.85,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Dominick Barlow,PF,PHI,MIA,Points,5.5,standard,"[9, 9]","[12, 1, 0, 9, 3]",14,24,28,65.49,2,2,9.0,5.0,3.5,0.25,63.636,2,5.05,NBA_game_ut9fdOuTbe9A1ZpnpvSjLOzi
Donovan Mitchell,SG,CLE,UTA,Points,26.5,standard,[21],"[19, 27, 42, 28, 6]",30,30,26,97.68,0,1,21.0,24.4,-5.5,-0.208,-20.755,1,4.435,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Donovan Mitchell,SG,CLE,UTA,Pts+Asts,32,standard,[23],"[22, 30, 45, 32, 12]",30,30,26,97.68,0,1,23.0,28.2,-9.0,-0.25,-28.125,1,4.15,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Donovan Mitchell,SG,CLE,UTA,Pts+Rebs,31,standard,[24],"[27, 34, 44, 34, 10]",30,30,27,98.235,0,1,24.0,29.8,-7.0,-0.226,-22.581,1,4.473,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Donovan Mitchell,SG,CLE,UTA,Pts+Rebs+Asts,36.5,standard,[26],"[30, 37, 47, 38, 16]",30,30,29,99.345,0,1,26.0,33.6,-10.5,-0.25,-28.767,1,4.477,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Donovan Mitchell,SG,CLE,UTA,Rebs+Asts,9.5,standard,[5],"[11, 10, 5, 10, 10]",25,26,29,86.58,0,1,5.0,9.2,-4.5,-0.25,-47.368,1,4.231,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Donovan Mitchell,SG,CLE,UTA,Turnovers,2.5,standard,[0],"[0, 1, 2, 3, 2]",24,23,17,74.925,0,1,0.0,1.6,-2.5,-0.25,-100.0,1,2.92,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Donte DiVincenzo,PG,MIN,DAL,Points,13,standard,"[14, 8, 9]","[9, 13, 8, 17, 22]",27,27,29,91.02,1,3,10.333,13.8,-2.667,-0.205,-20.513,3,4.893,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Pts+Asts,16.5,standard,"[16, 9, 18]","[16, 15, 10, 19, 24]",25,26,28,86.025,1.5,3,14.333,16.8,-2.167,-0.131,-13.131,3,5.041,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Pts+Rebs,16.5,standard,"[19, 13, 14]","[12, 17, 10, 20, 25]",26,27,29,89.355,1,3,15.333,16.8,-1.167,-0.071,-7.071,3,4.978,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Pts+Rebs+Asts,20.5,standard,"[21, 14, 23]","[19, 19, 12, 22, 27]",25,25,28,84.915,2,3,19.333,19.8,-1.167,-0.057,-5.691,3,5.339,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Donte DiVincenzo,PG,MIN,DAL,Turnovers,1.5,standard,"[1, 1, 1]","[1, 4, 2, 2, 1]",20,14,9,53.835,0,3,1.0,2.0,-0.5,-0.25,-33.333,3,2.683,NBA_game_V1Cpj4bJn9ZJhSsECkaIJzTp
Dyson Daniels,SF,ATL,BOS,Points,10.5,standard,"[15, 6]","[3, 28, 12, 16, 6]",13,2,1,24.42,1,2,10.5,13.0,0.0,0.0,0.0,2,2.721,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Pts+Asts,15.5,standard,"[24, 11]","[4, 34, 16, 20, 11]",8,1,1,14.985,1,2,17.5,17.0,2.0,0.129,12.903,2,2.38,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Pts+Rebs,16.5,standard,"[21, 12]","[6, 35, 17, 29, 12]",11,1,2,20.535,1,2,16.5,19.8,0.0,0.0,0.0,2,2.54,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Pts+Rebs+Asts,21.5,standard,"[30, 17]","[7, 41, 21, 33, 17]",9,1,1,16.65,1,2,23.5,23.8,2.0,0.093,9.302,2,2.3,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Rebounds,6,standard,"[6, 6]","[3, 7, 5, 13, 6]",15,3,8,32.745,2,2,6.0,6.8,0.0,0.0,0.0,2,3.987,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Dyson Daniels,SF,ATL,BOS,Rebs+Asts,10.5,standard,"[15, 11]","[4, 13, 9, 17, 11]",6,1,4,13.32,2,2,13.0,10.8,2.5,0.238,23.81,2,3.264,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Evan Mobley,PF,CLE,UTA,Blks+Stls,2.5,standard,[5],"[1, 3, 1, 0, 1]",29,30,30,98.235,1,1,5.0,1.2,2.5,0.25,100.0,1,5.153,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Blocked Shots,1.5,standard,[3],"[0, 2, 1, 0, 0]",26,19,28,79.92,1,1,3.0,0.6,1.5,0.25,100.0,1,4.421,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Points,18,standard,[15],"[26, 18, 19, 8, 23]",19,26,27,75.48,0,1,15.0,18.8,-3.0,-0.167,-16.667,1,3.885,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Pts+Asts,21.5,standard,[23],"[29, 21, 25, 12, 26]",24,27,29,86.025,1,1,23.0,22.6,1.5,0.07,6.977,1,5.344,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Pts+Rebs,28.5,standard,[24],"[40, 26, 28, 13, 33]",20,22,26,72.15,0,1,24.0,28.0,-4.5,-0.158,-15.789,1,3.366,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Pts+Rebs+Asts,30.5,standard,[32],"[43, 29, 34, 17, 36]",26,24,28,85.47,1,1,32.0,31.8,1.5,0.049,4.918,1,5.188,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Rebounds,9.5,standard,[9],"[14, 8, 9, 5, 10]",21,12,19,58.83,0.5,1,9.0,9.2,-0.5,-0.053,-5.263,1,3.391,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Evan Mobley,PF,CLE,UTA,Rebs+Asts,12.5,standard,[17],"[17, 11, 15, 9, 13]",24,18,24,73.26,1,1,17.0,13.0,4.5,0.25,36.0,1,4.814,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
GG Jackson,PF,MEM,PHX,3-PT Made,1.5,standard,[2],"[0, 2, 3, 2, 0]",5,1,3,11.1,1,1,2.0,1.4,0.5,0.25,33.333,1,2.256,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Points,17.5,standard,[11],"[19, 26, 20, 14, 10]",16,20,25,62.715,0,1,11.0,17.8,-6.5,-0.25,-37.143,1,3.076,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Pts+Asts,19.5,standard,[12],"[20, 26, 22, 14, 13]",19,18,24,64.935,0,1,12.0,19.0,-7.5,-0.25,-38.462,1,3.136,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Pts+Rebs,23,standard,[16],"[22, 29, 27, 18, 14]",12,18,27,54.945,0,1,16.0,22.0,-7.0,-0.25,-30.435,1,2.608,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Pts+Rebs+Asts,24.5,standard,[17],"[23, 29, 29, 18, 17]",15,19,26,60.495,0,1,17.0,23.2,-7.5,-0.25,-30.612,1,2.707,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Rebounds,5.5,standard,[5],"[3, 3, 7, 4, 4]",3,14,27,35.52,0.5,1,5.0,4.2,-0.5,-0.091,-9.091,1,1.951,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Rebs+Asts,6.5,standard,[6],"[4, 3, 9, 4, 7]",10,15,27,48.285,0.5,1,6.0,5.4,-0.5,-0.077,-7.692,1,2.747,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
GG Jackson,PF,MEM,PHX,Steals,0.5,standard,[3],"[0, 0, 2, 0, 0]",23,10,2,50.505,1,1,3.0,0.4,2.5,0.25,500.0,1,3.277,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Points,15.5,standard,"[14, 19]","[12, 15, 13, 21, 19]",26,28,30,91.02,1,2,16.5,16.0,1.0,0.065,6.452,2,5.197,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Pts+Asts,19.5,standard,"[18, 20]","[15, 21, 15, 24, 22]",28,28,30,94.35,1,2,19.0,19.4,-0.5,-0.026,-2.564,2,5.33,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Pts+Rebs,18.5,standard,"[17, 19]","[15, 17, 14, 26, 22]",28,27,28,92.13,1,2,18.0,18.8,-0.5,-0.027,-2.703,2,5.021,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Pts+Rebs+Asts,22.5,standard,"[21, 20]","[18, 23, 16, 29, 25]",29,29,28,96.015,0,2,20.5,22.2,-2.0,-0.089,-8.889,2,4.442,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Rebounds,2.5,standard,"[3, 0]","[3, 2, 1, 5, 3]",28,24,8,77.7,1,2,1.5,2.8,-1.0,-0.25,-40.0,2,4.638,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Grayson Allen,SG,PHX,MEM,Turnovers,1.5,standard,"[5, 3]","[1, 1, 0, 0, 2]",22,29,30,85.47,2,2,4.0,0.8,2.5,0.25,166.667,2,5.51,NBA_game_XQLsQE3JYfKUtCSFyLjB0UtO
Harrison Barnes,PF,SAS,CHI,Assists,1.5,standard,[2],"[3, 1, 1, 2, 1]",22,25,19,74.925,1,1,2.0,1.6,0.5,0.25,33.333,1,5.015,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Harrison Barnes,PF,SAS,CHI,Points,7.5,standard,[7],"[6, 12, 13, 11, 3]",18,9,22,52.17,0.5,1,7.0,9.0,-0.5,-0.067,-6.667,1,3.387,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Harrison Barnes,PF,SAS,CHI,Pts+Asts,9.5,standard,[9],"[9, 13, 14, 13, 4]",20,14,21,60.495,0.5,1,9.0,10.6,-0.5,-0.053,-5.263,1,3.789,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Harrison Barnes,PF,SAS,CHI,Pts+Rebs,10.5,standard,[10],"[7, 16, 16, 13, 4]",22,12,18,59.94,0.5,1,10.0,11.2,-0.5,-0.048,-4.762,1,3.621,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Harrison Barnes,PF,SAS,CHI,Pts+Rebs+Asts,12.5,standard,[12],"[10, 17, 17, 15, 5]",25,16,20,70.485,0.5,1,12.0,12.8,-0.5,-0.04,-4.0,1,4.019,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Harrison Barnes,PF,SAS,CHI,Rebounds,2.5,standard,[3],"[1, 4, 3, 2, 1]",24,20,15,70.485,1,1,3.0,2.2,0.5,0.2,20.0,1,4.451,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Harrison Barnes,PF,SAS,CHI,Turnovers,0.5,standard,[1],"[0, 0, 0, 0, 0]",20,4,7,41.625,1,1,1.0,0.0,0.5,0.25,100.0,1,2.656,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Points,9.5,standard,[2],"[6, 9, 13, 20, 7]",9,21,29,54.39,0,1,2.0,11.0,-7.5,-0.25,-78.947,1,2.72,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Pts+Asts,11.5,standard,[5],"[9, 10, 14, 20, 8]",11,17,27,52.17,0,1,5.0,12.2,-6.5,-0.25,-56.522,1,2.45,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Isaac Okoro,SF,CHI,SAS,Pts+Rebs,12,standard,[4],"[7, 10, 15, 24, 11]",10,23,27,57.165,0,1,4.0,13.4,-8.0,-0.25,-66.667,1,2.803,NBA_game_q9bEHlzNVRBqg2r2zZIhKfSc
Jake LaRavia,SF,LAL,WAS,Points,11.5,standard,[3],"[5, 0, 7, 6, 0]",1,4,12,12.765,0,1,3.0,3.6,-8.5,-0.25,-73.913,1,0.2,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Jake LaRavia,SF,LAL,WAS,Pts+Rebs,16.5,standard,[9],"[11, 1, 8, 11, 2]",4,12,24,33.3,0,1,9.0,6.6,-7.5,-0.25,-45.455,1,1.021,NBA_game_K4W94cYl2FzkBxVT0Rh8NYk6
Jalen Johnson,PF,ATL,BOS,Assists,7.5,standard,"[5, 7, 6]","[9, 3, 12, 6, 10]",18,2,3,33.855,0.5,3,6.0,8.0,-1.5,-0.2,-20.0,3,2.223,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Points,21.5,standard,"[12, 19, 29]","[17, 14, 27, 29, 26]",3,1,2,7.215,1,3,20.0,22.6,-1.5,-0.07,-6.977,3,1.716,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Pts+Asts,29.5,standard,"[17, 26, 35]","[26, 17, 39, 35, 36]",4,1,2,8.88,1,3,26.0,30.6,-3.5,-0.119,-11.864,3,1.707,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Pts+Rebs,30.5,standard,"[20, 33, 35]","[28, 19, 35, 35, 31]",2,2,1,6.105,2,3,29.333,29.6,-1.167,-0.038,-3.825,3,2.448,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Pts+Rebs+Asts,38.5,standard,"[25, 40, 41]","[37, 22, 47, 41, 41]",6,2,1,12.765,2,3,35.333,37.6,-3.167,-0.082,-8.225,3,2.66,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jalen Johnson,PF,ATL,BOS,Rebs+Asts,16.5,standard,"[13, 21, 12]","[20, 8, 20, 12, 15]",16,3,4,32.19,1,3,15.333,15.0,-1.167,-0.071,-7.071,3,2.386,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
James Harden,PG,CLE,UTA,Assists,8,standard,"[11, 7, 10]","[9, 10, 7, 7, 14]",27,27,20,86.025,2.5,3,9.333,9.4,1.333,0.167,16.667,3,6.684,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
James Harden,PG,CLE,UTA,Points,20.5,standard,"[15, 20, 16]","[36, 20, 26, 18, 17]",11,13,18,42.735,0.5,3,17.0,23.4,-3.5,-0.171,-17.073,3,2.55,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
James Harden,PG,CLE,UTA,Pts+Asts,29.5,standard,"[26, 27, 26]","[45, 30, 33, 25, 31]",17,18,22,60.495,0,3,26.333,32.8,-3.167,-0.107,-10.734,3,3.284,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
James Harden,PG,CLE,UTA,Pts+Rebs,25.5,standard,"[17, 23, 19]","[43, 26, 29, 27, 22]",15,16,26,57.165,0,3,19.667,29.4,-5.833,-0.229,-22.876,3,3.013,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
James Harden,PG,CLE,UTA,Pts+Rebs+Asts,33.5,standard,"[28, 30, 29]","[52, 36, 36, 34, 36]",20,19,23,67.155,0,3,29.0,38.8,-4.5,-0.134,-13.433,3,3.777,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
James Harden,PG,CLE,UTA,Rebs+Asts,12.5,standard,"[13, 10, 13]","[16, 16, 10, 16, 19]",29,29,24,93.795,2,3,12.0,15.4,-0.5,-0.04,-4.0,3,6.361,NBA_game_DhKB0oWG1VFqJj5HAndhPQkM
Jaylen Brown,SG,BOS,ATL,Assists,5.5,standard,"[2, 3]","[6, 5, 6, 4, 8]",6,4,1,14.985,0,2,2.5,5.8,-3.0,-0.25,-54.545,2,1.2,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jaylen Brown,SG,BOS,ATL,Points,27.5,standard,"[41, 21]","[41, 32, 30, 29, 31]",4,6,18,23.31,1,2,31.0,32.6,3.5,0.127,12.727,2,3.236,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jaylen Brown,SG,BOS,ATL,Pts+Asts,32.5,standard,"[43, 24]","[47, 37, 36, 33, 39]",3,4,14,17.205,1,2,33.5,38.4,1.0,0.031,3.077,2,2.893,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jaylen Brown,SG,BOS,ATL,Pts+Rebs,33.5,standard,"[47, 28]","[48, 38, 36, 36, 39]",6,6,19,27.195,1,2,37.5,39.4,4.0,0.119,11.94,2,3.378,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jaylen Brown,SG,BOS,ATL,Pts+Rebs+Asts,39.5,standard,"[49, 31]","[54, 43, 42, 40, 47]",5,5,14,21.645,1,2,40.0,45.2,0.5,0.013,1.266,2,3.027,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jaylen Brown,SG,BOS,ATL,Rebounds,6.5,standard,"[6, 7]","[7, 6, 6, 7, 8]",26,13,15,66.045,1.5,2,6.5,6.8,0.0,0.0,0.0,2,4.935,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
Jaylen Brown,SG,BOS,ATL,Rebs+Asts,12.5,standard,"[8, 10]","[13, 11, 12, 11, 16]",16,5,5,34.965,0,2,9.0,12.6,-3.5,-0.25,-28.0,2,1.735,NBA_game_qDIIeJAd4dQJgtvkRNR3fXLd
